tool_slug,captured_on,verdict,freshness,days_since_push,recent_commits,release_gap_days,issue_response_hours,contributors_90d,stars,open_issues,archived,reasons,captured_at
langchain,2026-08-30,maintained,100,0,100,1,,32,145260,345,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released langchain==1.4.0a2 1 day ago; 389 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""32 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
langgraph,2026-08-30,maintained,100,0,100,2,,17,40688,481,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released sdk==0.4.4 2 days ago; 171 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""17 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
last30days-skill,2026-08-30,maintained,100,3,100,11,,19,60243,94,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v3.21.1 11 days ago; 41 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""19 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
learn-claude-code,2026-08-30,maintained,100,3,100,,19.1,14,75620,26,false,"[{""fact"":""last commit"",""detail"":""Pushed 3 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""No tagged releases. Version history has to be read from commits, so there is no cadence to score."",""effect"":-2},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 19 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""75% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""14 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
letta,2026-08-30,maintained,76,6,8,107,176.9,2,24489,16,false,"[{""fact"":""last commit"",""detail"":""Pushed 6 days ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""8 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 107 days ago against a 5-day cadence — over three times its own gap."",""effect"":-12},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 7 days."",""effect"":-6},{""fact"":""unanswered issues"",""detail"":""88% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""2 people committed in the last 90 days."",""effect"":2}]",2026-08-30T06:20:39.237235+00:00
librechat,2026-08-30,maintained,100,0,100,15,4.1,7,42606,367,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.8.8-rc1 15 days ago; 35 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 4 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""75% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""7 people committed in the last 90 days."",""effect"":2},{""fact"":""capped at 100"",""detail"":""The signals totalled 104; 100 is the ceiling."",""effect"":-4}]",2026-08-30T06:20:39.237235+00:00
litellm,2026-08-30,maintained,95,0,100,0,,8,57566,1648,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.99.0-rc.2 0 days ago; 456 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""8 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
livekit-agents,2026-08-30,maintained,100,0,100,3,28,46,13567,211,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released livekit-agents@1.7.1 3 days ago; 58 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 28 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""88% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""46 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 107; 100 is the ceiling."",""effect"":-7}]",2026-08-30T06:20:39.237235+00:00
lobehub,2026-08-30,maintained,100,0,100,0,0.3,9,82092,326,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v0.0.0-nightly.pr18867.29020 0 days ago; 1095 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about under an hour."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""75% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""9 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
localai,2026-08-30,maintained,100,0,100,9,,12,48756,106,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v4.9.0 9 days ago; 53 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""12 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
loop-engineering,2026-08-30,maintained,100,0,100,40,49.3,14,10733,9,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.6.0 40 days ago; 2 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 2 days."",""effect"":2},{""fact"":""maintainers"",""detail"":""14 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 111; 100 is the ceiling."",""effect"":-11}]",2026-08-30T06:20:39.237235+00:00
mastra,2026-08-30,maintained,95,0,100,1,,22,27563,263,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released @mastra/core@1.63.0 1 day ago; 90 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""22 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6}]",2026-08-30T06:20:39.237235+00:00
maxkb,2026-08-30,maintained,100,0,100,18,30.8,13,22648,19,false,"[{""fact"":""last commit"",""detail"":""Pushed today."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.10.15-lts 18 days ago; 31 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Maintainers reply to new issues in about 31 hours."",""effect"":6},{""fact"":""unanswered issues"",""detail"":""88% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""13 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 107; 100 is the ceiling."",""effect"":-7}]",2026-08-30T06:20:39.237235+00:00
mcp-agent,2026-08-30,dead,6,216,0,477,,0,8525,76,false,"[{""fact"":""last commit"",""detail"":""No push in 216 days. That is longer than a quarter."",""effect"":-68},{""fact"":""commit volume"",""detail"":""No commits at all in the last 12 weeks — the recency band above already carries the silence."",""effect"":0},{""fact"":""releases"",""detail"":""Last release 477 days ago (v0.0.21)."",""effect"":-10},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""Nobody has committed in the last 90 days."",""effect"":-8}]",2026-08-30T06:20:39.237235+00:00
mcp-servers,2026-08-30,maintained,100,1,62,11,102.9,22,89962,235,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""62 commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released 2026.8.18 11 days ago; 8 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Median first maintainer reply: 4 days."",""effect"":2},{""fact"":""unanswered issues"",""detail"":""Only 25% of recent issues sampled went unanswered."",""effect"":3},{""fact"":""maintainers"",""detail"":""22 people committed in the last 90 days."",""effect"":5},{""fact"":""license"",""detail"":""No license file — legally unsafe to depend on regardless of activity."",""effect"":-6},{""fact"":""capped at 100"",""detail"":""The signals totalled 108; 100 is the ceiling."",""effect"":-8}]",2026-08-30T06:20:39.237235+00:00
mcp-toolbox,2026-08-30,maintained,100,1,100,2,,31,16275,131,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released v1.10.0 2 days ago; 30 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""31 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
mcp-use,2026-08-30,maintained,100,1,100,1,,8,10542,23,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released mcp-use@2.3.4-canary.1 1 day ago; 1335 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""8 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
mem0,2026-08-30,maintained,100,1,100,2,,25,64336,271,false,"[{""fact"":""last commit"",""detail"":""Pushed 1 day ago."",""effect"":0},{""fact"":""commit volume"",""detail"":""100+ commits in the last 12 weeks."",""effect"":0},{""fact"":""releases"",""detail"":""Released deepseek-plugin-v0.1.1 2 days ago; 128 releases in the last year."",""effect"":4},{""fact"":""issue response"",""detail"":""Not enough recent issues to measure a response time."",""effect"":0},{""fact"":""unanswered issues"",""detail"":""100% of the recent issues sampled have no maintainer reply at all."",""effect"":-8},{""fact"":""maintainers"",""detail"":""25 people committed in the last 90 days."",""effect"":5},{""fact"":""capped at 100"",""detail"":""The signals totalled 101; 100 is the ceiling."",""effect"":-1}]",2026-08-30T06:20:39.237235+00:00
